ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Missing	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2	Average_all	Average_TMT1	Average_TMT2	SLNorm_N1_1	SLNorm_N2_1	SLNorm_unused_1	SLNorm_N4_1	SLNorm_N5_1	SLNorm_SLE1_1	SLNorm_SLE2_1	SLNorm_SLE3_1	SLNorm_SLE4_1	SLNorm_SLE5_1	SLNorm_pool_1	AvePool_1	SLNorm_N1_2	SLNorm_N2_2	SLNorm_N3_2	SLNorm_N4_2	SLNorm_N5_2	SLNorm_SLE1_2	SLNorm_SLE2_2	SLNorm_SLE3_2	SLNorm_SLE4_2	SLNorm_SLE5_2	SLNorm_pool_2	AvePool_2	GeoMeanPools	IRS_Fac_AvePool_1	IRS_Fac_AvePool_2	IRSNorm_N1_1	IRSNorm_N2_1	IRSNorm_unused_1	IRSNorm_N4_1	IRSNorm_N5_1	IRSNorm_SLE1_1	IRSNorm_SLE2_1	IRSNorm_SLE3_1	IRSNorm_SLE4_1	IRSNorm_SLE5_1	IRSNorm_pool_1	IRSNorm_N1_2	IRSNorm_N2_2	IRSNorm_N3_2	IRSNorm_N4_2	IRSNorm_N5_2	IRSNorm_SLE1_2	IRSNorm_SLE2_2	IRSNorm_SLE3_2	IRSNorm_SLE4_2	IRSNorm_SLE5_2	IRSNorm_pool_2
486	1	sp|Q13508|NAR3_HUMAN	 	 	 	 	 	12.1	389	43923	Ecto-ADP-ribosyltransferase 3 OS=Homo sapiens OX=9606 GN=ART3 PE=1 SV=2	11	11	1	4	7	4	7	4	7	4	66269.51685	45765.21771	5743.563416	107266.7509	25696.9364	64694.27197	77979.62646	73661.87659	57466.77216	50220.97131	63224.66004	7	84637.37744	76793.67908	71346.15619	115865.1425	78934.3064	123128.783	84904.24969	119616.2217	52156.82324	259839.186	106722.1925	82360.64916118182	57999.105800545454	106722.1925218182	33119.25731388164	40471.30706548595	4080.7803129500808	78477.47375092881	45451.50464835027	46732.00106071391	45866.160161491185	50873.65432571708	35957.33679996698	34103.89885953396	44920.88435297785	44920.88435297785	172285.85958598333	144959.83326368092	127173.3254908941	182658.69716815406	124433.0169647936	210588.6567231116	138567.144557076	203382.95078619767	153439.55894478448	273760.2257960954	180111.7967694221	180111.7967694221	89948.76982641987	2.0023819905152216	0.499405210762356	66317.40438455612	81039.01640054051	8171.281005900311	157141.88009999087	91011.27434967546	93575.31730471177	91841.57308145668	101868.48921351267	72000.3236351441	68289.03288268342	89948.76982641987	86040.45601791168	72393.69608312455	63511.02142012967	91220.70515683934	62142.49706309857	105169.072494967	69201.1540322644	101570.50540285093	76628.51527410305	136717.2832620492	89948.76982641987
256	1	sp|P0CG47|UBB_HUMAN (+3)	sp|P0CG47|UBB_HUMAN&sp|P0CG48|UBC_HUMAN&sp|P62979|RS27A_HUMAN&sp|P62987|RL40_HUMAN	 	 	 	 	49.8	229	25761	Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1	18	18	1	8	10	8	10	8	10	8	137570.2451	122185.3376	15797.14472	243372.2266	67940.05975	128825.4072	168489.8682	195041.7607	112616.8781	112789.099	143203.4314	10	25972.34588	29110.2738	31622.38782	37677.86109	28228.21075	30055.98621	47857.5	30926.71484	24075.34863	37321.39758	32284.80266	81952.922165	131621.04167	32284.802659999998	68752.94347646454	108051.4977169911	11223.812205958817	178053.65935351173	120169.10862324896	93057.21948164156	99102.59424509866	134703.1540909462	70465.12032950287	76592.46574524214	101745.50209995874	101745.50209995874	52868.69785837108	54950.10119142867	56366.37534224737	59398.27000844611	44499.30058726048	51405.11916252974	78105.3615673294	52584.561131330986	70826.99147972728	39320.91377674901	54486.079035893286	54486.079035893286	74456.11774035092	0.7317878058845524	1.36651634798867	50312.565654746635	79070.76843685664	8213.44890785886	130297.49670802186	87938.28833450981	68098.1384661877	72522.07000008781	98574.12557794228	51565.51579731787	56049.43245499848	74456.11774035092	72245.93992033767	75090.21160171897	77025.57338204648	81168.70700878672	60809.02172655326	70245.93570590254	106732.2534473216	71857.66243777338	96786.24173590157	53732.671493780435	74456.11774035092
185	1	sp|P04745|AMY1_HUMAN (+2)	sp|P04745|AMY1_HUMAN&sp|P04746|AMYP_HUMAN&sp|P19961|AMY2B_HUMAN	 	 	 	 	8.6	511	57767	Alpha-amylase 1 OS=Homo sapiens OX=9606 GN=AMY1C PE=1 SV=2	12	12	1	3	9	3	9	3	9	3	101829.8672	60180.74609	14834.91504	61217.7793	26733.53516	75203.80274	87046.46094	75903.78711	46526.81836	66238.54102	66764.5931	9	93374.68237	73157.50317	81884.00293	111239.2524	79996.80298	90950.66113	131754.0513	106757.1323	78296.77393	169724.9844	101713.5847	81878.64898499999	62043.71327818183	101713.58469181816	50891.11456280665	53219.31318828272	10540.15161926769	44787.56583747614	47284.99065715769	54323.575834427924	51199.10289661352	52422.00180345636	29112.135850321738	44981.059597693624	47435.99354462773	47435.99354462773	190071.31248942457	138095.9942088818	145956.86037216094	175366.08922172993	126107.94971575997	155554.02310315712	215027.90189096727	181518.69601016244	230340.37950005138	178818.1019493448	171658.9217952564	171658.9217952564	90237.52825824486	1.9023007955625402	0.5256792208323102	96810.20771989146	101239.14181736221	20050.538810682723	85199.4221239405	89950.27534527835	103339.78152763422	97396.09417231625	99722.41573569595	55380.03918859179	85567.50545793862	90237.52825824486	99916.53945201526	72594.19463578821	76726.48863556786	92186.30914248839	66292.32874734086	81771.51766219882	113035.69992325013	95420.60668511917	121085.15122180565	94000.96050344419	90237.52825824486
108	1	sp|P00918|CAH2_HUMAN	 	 	 	 	 	19.6	260	29246	Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2	10	10	1	5	5	5	5	5	5	5	112064.3208	56473.53027	16852.20166	87221.21265	33971.27374	121672.116	188351.0269	104512.5286	122619.6938	147011.4595	108210.7958	5	40706.19739	32983.28089	38814.54492	34766.53357	38923.6283	111630.3359	55206.70142	49057.48438	77166.89819	136286.2134	61554.18184	80729.82545090909	99905.46906545454	61554.181836363634	56005.94742046287	49940.93110431716	11973.426213492803	63811.94889221311	60086.75440018559	87890.02922249449	110784.55692280234	72180.27151679738	76723.94781456649	99832.07841665445	76883.36545898653	76883.36545898653	82860.58027712989	62260.99537857372	69186.27461508506	54808.63001527048	61359.68910705751	190922.7226482921	90099.55336882824	83412.23113012106	227016.411044184	143587.82879376342	103883.11962269826	103883.11962269826	89369.36752026124	1.1624018666031908	0.8602876756575012	65101.4178224262	58051.43153555962	13917.932980199608	74175.12850389593	69844.95547290322	102163.53402403658	128776.17575787287	83902.4823430504	89184.0601528179	116044.99429839525	89369.36752026124	71283.93601024387	53562.36699835561	59520.0993760131	47151.18892180899	52786.9843209774	164248.46529730098	77511.53534544824	71758.51444033811	195299.42059330893	123526.83948569396	89369.36752026124
67	1	sp|O43505|B4GA1_HUMAN	 	 	 	 	 	4.1	415	47119	"Beta-1,4-glucuronyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GAT1 PE=1 SV=1"	3	3	1	2	1	2	1	2	1	2	214674.7822	165098.4895	29893.91034	152150.728	75046.39514	162242.0291	221697.1011	157677.9973	190494.7263	180803.8301	168876.231	1	2512.634033	2681.857422	3070.401367	3471.621338	4025.909912	4340.59668	4095.538086	3214.558838	1999.564453	5659.29834	3507.198047	79874.33629981818	156241.47455272728	3507.1980469090904	107287.17649438087	146000.65287447328	21239.51142469058	111315.05953728584	132738.45272651417	117195.76471174219	130398.09509227166	108898.33792939961	119193.80147393036	122779.69490245532	119985.93014052327	119985.93014052327	5114.658881145987	5062.416716942183	5472.938883957796	5472.930140833718	6346.4941826438435	7423.7753508698115	6684.082599797278	5465.7006604672815	5882.495686867091	5962.498633311867	5918.991421314531	5918.991421314531	26649.49701551986	0.2221051833686576	4.5023712856811935	23829.03800838999	32427.50177862861	4717.405579641599	24723.651710221908	29481.898382894316	26029.78681133155	28962.092821392645	24186.88531435134	26473.561132774674	27270.00665025767	26649.49701551986	23028.09328252599	22792.87966251294	24641.20287941966	24641.16351462886	28574.27317267838	33424.592971104066	30094.221568448564	24608.613709816622	26485.179668693858	26845.38263753671	26649.49701551986
583	1	sp|Q9H4G4|GAPR1_HUMAN	 	 	 	 	 	22.1	154	17218	Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens OX=9606 GN=GLIPR2 PE=1 SV=3	13	13	1	5	8	5	8	5	8	5	136876.9307	112776.7852	18646.35687	153958.6738	43575.83569	137403.373	160923.6533	117006.3667	128817.501	144917.7656	126250.765	8	39135.97253	42297.11273	33457.82544	46916.66034	43081.89587	57077.60169	49093.47076	43488.40674	25469.55847	50675.93549	43069.44401	79768.99504227273	116468.54607818181	43069.444006363636	68406.44844972406	99731.28353960038	13248.166775936837	112637.7715414452	77074.84143595354	99253.52550159734	94652.28792569519	80808.98463306301	80601.95648871265	98410.29936408154	89700.69606466775	89700.69606466775	79664.2673958599	79842.27975962101	59638.01208249279	73963.02173611191	67914.8335389336	97620.51712046814	80122.5154741663	73943.1522085233	74928.60138686621	53390.92904243768	72686.9900700468	72686.9900700468	80746.97272423773	0.9001822312061544	1.1108861798572716	61578.269394361385	89776.32933773109	11925.764327754066	101394.52050426722	69381.40273367721	89346.26004110483	85204.30773371963	72742.8120884945	72556.44903159072	88587.20285522452	80746.97272423773	88497.933678515	88695.68515326094	66251.04341660222	82164.49866712971	75445.64998570844	108445.28333964823	89006.99513565173	82142.42588353122	83237.14775670407	59311.245202984246	80746.97272423773
429	1	sp|P61006|RAB8A_HUMAN (+3)	sp|P61006|RAB8A_HUMAN&sp|P62820|RAB1A_HUMAN&sp|Q92930|RAB8B_HUMAN&sp|Q9H0U4|RAB1B_HUMAN	 	"sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN"	 	 	8.7	207	23668	Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1	4	2	0.5	2	2	1	1	2	1.5	1	157954.2188	126740.1953	19569.99414	188346.2813	59352.10156	163267.625	187395.6563	149688.5156	105777.9453	121771.6016	140032.6823	1	13451.33691	23746.78906	20631.34375	21902.2168	23299.59766	34852.40625	31040.02734	30198.62109	15520.65527	79087.74219	29373.07363	79227.3012340909	129081.52883636364	29373.073631818184	78940.16230858276	112079.47035298741	13904.40759974721	137796.1038512802	104979.14140238512	117936.60539558029	110222.62577562434	103380.50225831356	66185.95515632637	82692.2752906402	99492.6967302929	99492.6967302929	27381.225791913137	44825.70211409387	36775.023829539175	34528.334402061046	36729.77394908287	59608.494755898624	50658.57093351074	51346.58643843874	45660.03738771504	83324.91527909029	49572.042554690124	49572.042554690124	70228.59956025721	0.7058668813715495	1.4166977179279598	55721.24618372325	79113.18620383827	9814.660829752436	97265.70609065332	74101.2991507645	83247.54385012532	77802.50111282333	72972.87272370022	46718.47375679332	58369.73847292184	70228.59956025721	38790.920093473535	63504.46988955531	52099.09233605449	48916.21255125335	52034.98693367553	84447.21848980234	71767.88183499634	72742.59183072689	64686.470767681225	118046.21732242781	70228.59956025721
438	1	sp|P68104|EF1A1_HUMAN (+1)	sp|P68104|EF1A1_HUMAN&sp|Q5VTE0|EF1A3_HUMAN	 	 	 	 	10	462	50140	Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1	9	9	1	5	4	5	4	5	4	5	143856.2598	105724.0308	23372.26267	286001.5723	57765.75537	142545.2168	150112.8491	186143.158	108595.6968	105508.453	142916.9991	4	14316.20117	15850.60986	17937.43506	24330.62793	20678.63355	19597.49732	27511.38647	21947.00586	16635.0791	32274.6084	21107.90847	76578.60213318182	132049.29579454547	21107.908471818184	71894.48046396625	93494.35944609852	16605.90516109557	209241.73329181745	102173.2885915155	102967.74381797397	88293.57476661036	128557.44536482406	67949.04077773588	71648.34761412528	101541.9930227234	101541.9930227234	29141.723186399697	29920.454260820356	31973.176820938355	38356.66795970929	32598.05370679611	33517.83827631578	44899.68735219943	37316.4003116876	48938.54804711458	34003.73984801722	35623.17481976584	35623.17481976584	60143.56298886788	0.5923023686900528	1.6883268628684012	42583.271074547934	55376.93055908337	9835.716961159278	123934.37425755576	60517.48084960698	60988.03856205652	52296.493474375595	76144.87940232734	40246.37780286995	42437.4860045747	60143.56298886789	49200.754085873545	50515.50667776832	53981.173318031535	64758.5928865009	55036.16975041073	56589.06674718264	75805.34829111089	63002.28107177295	82624.26529771948	57409.427423396155	60143.56298886788
300	1	sp|P16035|TIMP2_HUMAN	 	 	 	 	 	19.5	220	24399	Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2	6	6	1	4	2	4	2	4	2	4	197150.8689	99367.43262	57970.82275	160225.6587	60760.61719	147622.8865	198877.6082	146000.1602	150947.3445	192297.448	150361.1139	2	8528.258789	11517.29639	10267.39404	9919.117187	10297.32275	11752.85889	9839.840333	9482.965332	5147.108398	20010.94775	10676.31099	76319.15374131818	141961.99649636363	10676.310986272727	98529.31886517059	87873.06341152343	41188.05261986136	117222.76305895389	107470.45607537543	106635.60588026584	116976.09547943315	100833.1857041292	94448.74492228909	130584.74470868395	106831.00873003651	106831.00873003651	17359.92348387895	21740.66126723192	18301.45748447764	15637.257102028465	16232.826952954703	20101.05765685494	16059.014511283624	16123.845445164858	15142.219049576384	21083.046243971326	18018.085182030227	18018.085182030227	43873.570807264055	0.41068198577187637	2.434974103187168	40464.21632829866	36087.88417770246	16915.191240001197	48141.27711071734	44136.1803128444	43793.32237689475	48039.975179334215	41410.372936676154	38788.398118347104	53628.802268475854	43873.570807264055	42270.964116556	52937.947171874046	44563.57502528403	38076.316088318934	39526.51325196337	48945.55484111392	39103.28445768256	39261.146102768806	36870.91125050591	51336.67162036768	43873.570807264055
198	1	sp|P05362|ICAM1_HUMAN	 	 	 	 	 	7.3	532	57825	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	12	12	1	7	5	7	5	7	5	7	168719.7	137290.9513	13423.18189	145207.1121	66368.59631	127311.5072	160652.3435	185843.8474	209524.9299	103633.6238	144950.2902	5	17230.9834	20617.479	16286.64062	13959.32385	16905.97119	18530.53442	21031.22827	15711.81909	7043.854492	16431.70996	16374.95443	74684.11737827273	132993.28032727272	16374.95442927273	84320.38475350551	121409.76325260394	9537.120499316876	106235.03772291407	117389.5797044681	91963.65162390878	94492.7085675334	128350.73024018535	131101.12486268746	70375.19451198746	102986.63874009466	102986.63874009466	35074.985501356176	38918.6499977941	29030.66344884301	22006.548758090383	26650.782097599855	31692.99863760681	34323.80897943665	26714.738881800942	20722.23458760866	17312.048648680535	27635.512308320576	27635.512308320576	53348.74433849826	0.5180161717204251	1.9304416630060401	43679.32290800423	62892.22076959704	4940.382650292518	55031.4675437989	60809.70067837828	47638.65875164809	48948.75114764747	66487.75391654181	67912.5028096108	36455.488845180014	53348.74433849826	67710.21334115077	75130.18342369166	56042.002226353165	42482.35858159151	51447.78011290227	61181.48499562985	66260.11088696534	51571.24495375593	40003.064998504546	33419.89998340032	53348.74433849826
584	1	sp|Q9H6X2|ANTR1_HUMAN	 	 	 	 	 	3.2	564	62788	Anthrax toxin receptor 1 OS=Homo sapiens OX=9606 GN=ANTXR1 PE=1 SV=2	5	5	1	4	1	4	1	4	1	4	187708.4573	153641.2444	19554.19345	152959.7322	58898.85312	195873.0741	198332.0383	147886.0864	150399.145	157784.5559	155942.5763	1	2964.037598	4809.209961	3075.480225	5882.010742	4712.333496	5652.847656	5628.996094	4484.025391	2247.225586	7461.941406	4691.810816	74117.72161095456	143543.63240636364	4691.810815545455	93810.32174086937	135868.72937954112	13893.18126863308	111906.93544792173	104177.45737060624	141489.19877869822	116655.20145174087	102135.67706090842	94105.73289439594	107147.83875433735	110796.6168777477	110796.6168777477	6033.5253863296375	9078.12052278865	5481.991863067644	9272.852867399763	7428.580810986047	9668.134172473954	9186.74764003458	7624.169217692435	6611.08712811388	7861.719379708162	7918.226344272007	7918.226344272007	29619.464725372643	0.2673318514594591	3.740669114213838	25078.486996994157	36322.03898047694	3714.0898712055578	29916.28824444709	27849.95255922304	37824.569471024835	31185.650986470067	27304.119648758053	25157.45980760819	28644.030114076588	29619.464725372647	22569.42206246839	33958.24505470628	20506.317646548712	34686.674321731516	27787.86280209709	36165.29089104868	34364.58315715422	28519.494314161973	24729.889431512252	29408.090868290692	29619.464725372643
203	1	sp|P05556|ITB1_HUMAN	 	 	 	 	 	7.9	798	88415	Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2	8	8	1	4	4	4	4	4	4	4	151085.5181	97778.39722	16557.6189	133578.8375	42707.71124	114040.3547	132287.0071	107482.1492	112080.8394	114688.5916	111747.7118	4	29393.81445	36368.87207	31600.00098	43197.0188	40524.32178	53183.94043	39093.01416	46887.71631	22930.52881	55527.56738	39870.67952	71482.37324772727	103094.06697818181	39870.67951727273	75507.41861723745	86467.84034410917	11764.12626492887	97727.67074261997	75539.3446802188	82377.21539359631	77808.74736615045	74231.20286523165	70129.71739404563	77882.36719129271	79396.33104079714	79396.33104079714	59833.358998146534	68651.81736849977	56326.47117582738	68099.09352639217	63883.04210825997	90961.14086010001	63801.368766097854	79722.98374940168	67459.05920663342	58502.4900126369	67288.53257737371	67288.53257737371	73092.1514785454	0.9205986034919877	1.086249746856914	69512.02413231372	79602.17306775505	10830.03821079693	89967.95720818074	69541.41522130933	75836.34945090344	71630.62416473898	68337.1416932627	64561.31989624617	71698.39847295427	73092.1514785454	64993.97106533552	74573.01923779996	61184.61505608574	73972.6231042288	69392.93831854696	98806.51623309973	69304.2206712984	86599.07091646544	73277.38598641111	63548.31496672597	73092.1514785454
613	1	sp|Q9UNW1|MINP1_HUMAN	 	 	 	 	 	7.2	487	55051	Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1	6	6	1	3	3	3	3	3	3	3	175041.1836	140147.7598	24567.97559	123737.3379	53064.64746	131793.4043	177718.8867	103448.0977	126196.4121	143376.0781	130502.6453	3	17107.84351	21382.48193	22580.22632	26442.07446	24439.89941	23285.83325	26440.68066	21241.09595	8934.037598	28762.49121	22061.66643	71466.94360354546	120872.22077727273	22061.666429818186	87479.64789447229	123936.10923796406	17455.454716043158	90527.52698839374	93858.19512287303	95201.1564856736	104530.93059230468	71445.135620632	78961.92394786366	97363.37507724405	92721.64110601976	92721.64110601976	34824.32483062576	40362.71021873368	40248.87428839373	41685.314211622535	38527.35973242655	39826.044124840155	43152.2524794566	36116.14470718358	26282.9425466604	30303.458879015307	37232.80310639178	37232.80310639178	58756.16228960121	0.6336833730371344	1.5780751753153526	55434.398349870055	78536.25174301182	11061.231422359184	57365.788654715565	59476.3776726397	60327.389958877706	66239.5126844422	45273.59452717761	50036.85830878392	61697.55192922768	58756.16228960121	54955.40251232853	63695.391004630925	63515.74934890252	65782.55953258178	60799.06996418668	62848.4915644241	68097.49839677082	56993.99139050337	41476.45916712445	47821.13618316366	58756.16228960121
534	1	sp|Q7Z7M0|MEGF8_HUMAN	 	 	 	 	 	2.1	2845	303098	Multiple epidermal growth factor-like domains protein 8 OS=Homo sapiens OX=9606 GN=MEGF8 PE=1 SV=2	11	11	1	5	6	5	6	5	6	5	101654.6733	78306.47119	9496.586975	73308.5835	31801.27734	77056.66113	82192.04394	64164.47949	68382.3125	76911.92725	72642.04774	6	68861.92511	77889.18408	86795.07056	73450.96948	64672.19775	67289.17139	95232.17627	76171.10815	48965.14807	94826.07788	75415.30287	71158.42708931817	66901.55130499999	75415.30287363635	50803.55859243409	69248.33747819439	6747.289506692227	53633.32429731516	56248.56918128521	55661.990776124534	48343.82546428475	44314.39573190248	42787.2620873351	52229.1090675011	51611.90307116811	51611.90307116811	140173.7189781475	147027.7667712564	154710.75596472158	115793.74177142746	101950.05247776821	115085.48910965305	155422.73542103113	129513.4098036938	144050.00643836884	99906.44171655821	127276.1117967648	127276.1117967648	81049.13537681807	1.5703574283059996	0.6367977009404386	79779.74562000796	108744.6411567233	10595.656197765262	84223.4892150335	88330.35844541514	87409.2206895872	75917.0854305683	69589.44051848474	67191.29485572234	82018.3693979546	81049.13537681807	89262.30197755546	93626.94385434309	98519.45370909196	73737.18854333584	64921.55902859987	73286.17487663295	98972.8405899867	82473.84160394907	91730.71292040867	63620.1923942442	81049.13537681807
297	1	sp|P15151|PVR_HUMAN	 	 	 	 	 	7.9	417	45302	Poliovirus receptor OS=Homo sapiens OX=9606 GN=PVR PE=1 SV=2	16	16	1	8	8	8	8	8	8	8	128488.707	99216.51965	9796.40715	90280.04199	22754.68903	86732.97778	112352.303	93662.8562	67008.54053	84362.11707	87206.52803	8	67169.00403	35155.35736	63706.09265	47525.85223	50731.49176	69815.48999	92511.20996	81541.15582	35361.49945	71380.42371	61489.7577	70829.50100409091	80169.2443118182	61489.75769636363	64214.29869019702	87739.60736226487	6960.310619013701	66049.82034095502	40247.399072008055	62651.69212342921	66083.52665748826	64687.08088988622	41927.683942348776	57288.360481362484	61959.91181260532	61959.91181260532	136727.64855038884	66361.12245542799	113555.04050920485	74923.39855481563	79973.75111946718	119406.28257050137	150982.00915127044	138644.07891750635	104029.58888556418	75204.672601886	103774.39296202059	103774.39296202059	80186.35941563532	1.2941651637296545	0.772698901211419	83103.90837818377	113549.54332756111	9007.79153186512	85479.37655586631	52086.78180971805	81081.63739485767	85522.99809652127	83715.766631053	54261.34795405501	74140.60042216595	80186.35941563532	105649.30380010653	51277.166404465635	87743.85502848076	57893.22773833126	61795.629615767786	92265.10333996662	116663.63257387908	107130.12743902643	80383.5490253511	58110.56788544183	80186.35941563532
271	1	sp|P11279|LAMP1_HUMAN	 	 	 	 	 	4.8	417	44882	Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3	7	7	1	3	4	3	4	3	4	3	122774.3867	98224.84375	17275.52832	149315.1641	34862.60645	104194.5664	130334.8398	123076.8008	147625.8242	106443.9727	112983.6672	4	28930.84058	33738.28699	37698.14356	36064.26086	31835.73633	41451.43481	34772.11865	41790.24463	30146.17548	35050.38648	35147.76284	69715.3450740909	104282.92731090909	35147.76283727272	61358.475177585475	86862.64398556552	12274.198221208879	109240.53141310703	61663.300809499655	75265.0959544514	76660.51901332864	85001.45406646283	92370.44785381097	72283.63738247646	80274.47272718522	80274.47272718522	58890.940251590444	63686.18505147697	67196.3079355114	56854.466847266434	50186.24853385151	70894.89364873791	56749.4938018143	71055.77442701028	88686.6872286004	36928.231898806866	59317.80981296769	59317.80981296769	69005.11507176432	0.8596146785825665	1.163311917438308	52744.64591809652	74668.4037904838	10551.080958783179	93904.76429886675	53006.67850569815	64698.98126737177	65898.50741161522	73068.49761639323	79402.99284238143	62136.075715316285	69005.11507176432	68508.53262382251	74086.89804656457	78170.26582923476	66139.47884302623	58382.26101095027	82472.87466709822	66017.36244824197	82660.02919374923	103170.28017115463	42959.0522578075	69005.11507176432
492	1	sp|Q14126|DSG2_HUMAN	 	 	 	 	 	5.6	1118	122292	Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2	11	11	1	4	7	4	7	4	7	4	94241.68579	54056.74707	11107.90778	59730.15588	30280.82697	86357.02466	93756.3894	82317.50732	72101.98364	77219.46454	72229.08725	7	50640.36139	58459.48706	59669.98846	75908.00037	70699.03448	91324.59229	79366.02905	85925.29907	40724.37598	108996.228	72171.33962	69421.97800318181	66672.61639090908	72171.33961545455	47098.79881028577	47803.710308871545	7892.126908604336	43699.20502748803	53559.269726131446	62380.121842666704	55145.7575215414	56851.557497801805	45114.68475157853	52437.950520784725	51318.49618844383	51318.49618844383	103082.33142036959	110351.23721667005	106360.75255761406	119667.19371379494	111450.8324462121	156193.56211891526	129528.54610277216	146098.41895752779	119806.57372323459	114835.76610420377	121801.37373221957	121801.37373221957	79061.13668310197	1.5405973002947302	0.6490988915849008	72560.28229425091	73646.26704591887	12158.589408979235	67322.87729037396	82513.26634583538	96102.64730286866	84957.4051603945	87585.35599866409	69503.5615319297	80785.76500530959	79061.13668310197	66910.6270669493	71628.86576236298	69038.64659328318	77675.8427986999	72342.61180705077	101385.06804408523	84076.83570391312	94832.32180763774	77766.31420833626	74539.76849254158	79061.13668310197
49	1	sp|A1L4H1|SRCRL_HUMAN	 	 	 	 	 	6.4	1573	165741	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens OX=9606 GN=SSC5D PE=1 SV=3	16	16	1	8	8	8	8	8	8	8	86235.87463	64354.89526	15590.42393	100378.1091	47943.8288	106405.0941	125271.244	110055.1641	151219.4674	109806.3418	100185.5577	8	37358.70654	41451.61804	50524.97913	62941.90747	33167.55939	55957.23306	44346.8877	49708.74786	29706.81265	53671.01013	45883.5462	69189.31859045455	92495.09098363637	45883.54619727273	43097.76587059285	56910.61591225731	11076.93785827433	73437.67156149706	84800.73747479523	76861.87384027475	73682.20651685899	76008.22344435833	94619.01400820607	74566.94438996138	71181.46382175929	71181.46382175929	76046.50644837368	78246.27901117338	90059.9269736233	99226.45040331007	52285.75087924849	95704.33701149707	72375.9013361386	84519.57164313183	87394.13076783363	56546.466597587496	77436.26470412692	77436.26470412692	74243.0244166345	1.0430106439302997	0.958762986571042	44951.42853264434	59358.37814911346	11553.364088334625	76596.27310409892	88448.07179935047	80167.75252783443	76851.32566535442	79277.38607869828	98688.63872874907	77774.11668408847	74243.0244166345	72910.57564073674	75019.63615282363	86346.12455560101	95134.64793552093	50129.64266809777	91757.77598094444	69391.33532080731	81034.23693227422	83790.25782374837	54214.65919514265	74243.0244166345
278	1	sp|P12821|ACE_HUMAN	 	 	 	 	 	3.4	1306	149713	Angiotensin-converting enzyme OS=Homo sapiens OX=9606 GN=ACE PE=1 SV=1	9	9	1	5	4	5	4	5	4	5	137318.9092	128232.2603	14122.35535	111199.4448	50247.51709	131950.9111	186342.0869	118082.6523	134215.249	153472.4023	127895.7148	4	16650.66602	17065.31311	16312.20581	23984.89673	18040.20044	21715.26465	24634.1189	24375.80615	11347.24671	33653.90039	20777.96189	69165.32199727272	117552.68210363637	20777.96189090909	68627.33431647689	113398.94011186215	10033.880626132404	81354.67362617634	88875.39047589326	95314.93175078645	109602.93592796351	81552.30782960482	83979.36286638361	104219.55508309157	90869.4267416774	90869.4267416774	33893.70505919145	32213.392725214228	29076.2329707728	37811.63077941684	28438.795116831443	37139.88152575479	40203.87115033345	41446.079069552696	33382.33470256224	35456.92823131652	35066.33401683981	35066.33401683981	56448.71716914757	0.6212069250708421	1.6097695625108501	42631.775326547286	70444.20689318246	6233.116130287606	50538.08664345894	55210.008032000056	59210.295666243226	68086.10280654674	50660.85837925957	52168.561775634626	64741.909345418564	56448.71716914756	54561.05476500641	51856.13911425831	46806.034828824486	60868.01233760364	45779.90677355745	59786.650835419096	64718.96807291487	66718.63657158395	53737.86632973439	57077.483846905	56448.71716914757
